newsletter,wine_name,vendor_description,score,review,price,detail_link
October 2017 Newsletter,Poggio Salvi Brunello di Montalcino  2012,"Wine Spectator quotes this at $54 per bottle. At 46% less, Vin Chicago's blow-out price beats every online listing we could find!","['92', '93']","(6/15/2017) ""Pure, delineated and bursting with rose, cherry, strawberry, mineral and tobacco flavors. Comes across as linear, with tension, persistence and a refined structure. Best from 2020 through 2032. 2,500 cases made.""",28.99,https://vinchicago.com/wines/6310-detail
October 2017 Newsletter,Brewer Clifton Sta. Rita Hills Chardonnay 2015,,['95'],"(8/2/2017) ""The 2015 Chardonnay Sta. Rita Hills checks in as a blend of the 3D, Acin and Machado Vineyards, and it's brought up identically to the single vineyards. In addition, there's really no barrel selection made, so don't think of this cuvee as a second wine. Like the Hapgood, it's a seriously rich, unctuous beauty that offers notes of buttered citrus rind, candied lemons, honeycomb and hints of minerality. Deep, rich and thrillingly textured, it's certainly the smart value play of the lineup as it's half the price, but more than half the wine."" (California)",28.99,https://vinchicago.com/wines/6280-detail
October 2017 Newsletter,"Round Pond ""Kith & Kin"" Napa Valley Cabernet Sauvignon 2015",,['90'],"(10/2017) Napa Valley's Round Pond makes a seriously awesome $48 estate Cabernet. They also make this excellent version from both estate and purchased Napa Valley fruit. Fleshy and fruit driven, this Cab is immediately drinkable, giving blackberry, blueberry and plum flavors. There is pleasure to be found in this well assembled bottle, with or without food.",26.99,https://vinchicago.com/wines/6326-detail
October 2017 Newsletter,"J Vineyards ""Cuvee 20"" Russian River Valley Brut  NV",,['90'],"(10/2017) We've not worked with this well known California sparkling wine in a while and that's probably been a mistake. The J ""Cuvée 20"" gives attractive flavors of tangerine, lemon,red and yellow apple and freshly baked croissant. In the mouth, it is creamy with a medium mousse and a balanced, bright finish. Very tasty stuff.",Unlisted,https://vinchicago.com/wines/6337-detail
October 2017 Newsletter,"Mer Soleil ""Reserve"" Santa Lucia Highlands Chardonnay 2015",,['90'],"(10/2017) Like Cakebread and Rombauer, Mer Soleil has a loyal following amongst Cali Chardonnay fans. This latest Santa Lucia Highlands bottling reveals candied orchard and citrus fruits along with a tropical pineapple note. If you're a lover of butterscotch and vanilla goodness in your Chardonnay, along with big toasty wood flavors, this is the wine for you!",25.99,https://vinchicago.com/wines/6302-detail
October 2017 Newsletter,Domaine Chofflet-Valdenaire Givry 2015,,['90'],"(10/2017) A beautiful example of the 2015 vintage in Burgundy. Elevage in neutral barrels with minimal fining and filltration. An excellent, complex nose with cherry, cassis and cinnamon spice aromas complemented by a touch of wood. Bright berries on the palate with some mineral and spice. Such a great balance of fruit, barrel, earth and tannin here. A great value in a real Burgundy.",24.99,https://vinchicago.com/wines/6314-detail
October 2017 Newsletter,Amavi  Walla Walla Valley Cabernet Sauvignon 2014,,['92'],"(10/2017) The summer of 2014 was the warmest on record in Walla Walla. The heat continued into the fall and was accompanied by cool nights allowing for perfect ripening of the Cabernet fruit. As a result, Amavi's 2014 is more forward at this stage then their previous two vintages. Lots of black currant and black cherry flavors coat the palate. There's a great structure and balance of acidity and tannin that just melt in the mouth. Amavi Cab has been a Vin favorite for quite some time and this is the best one yet.",23.99,https://vinchicago.com/wines/6325-detail
October 2017 Newsletter,"Hofgut Falkenstein ""Krettnacher Euchariusberg"" Riesling Auslese 2016",,"['93', '95']","(6/2017) ""Only 500 liters of this superbly refined Auslese made from selections at a comparative moderate 94° Oechsle were produced. The wine offers amazingly gorgeous aromatics including coconut cream, bergamot, yellow peach and almond as well as some fresher notes of gooseberry and grapefruit. It proves exquisitely creamy and even smooth on the mid-palate, yet great precision and lightness comes through in the hugely long finish. It is just so light yet packed with so many zesty flavors. What a great refined Auslese. 2024-2036""",23.99,https://vinchicago.com/wines/6306-detail
October 2017 Newsletter,Chateau Le Thil Pessac-Leognan 2014,"A serious buy here from the owners of Bordeaux's Chateau Smith-Haut-Lafitte. The Le Thil estate is adjacent to the famous S-H-L, yet sells for a fraction of the price!","['92', '91']","(3/31/2017) ""There's lots of brambly energy here, with blackberry, plum and raspberry preserve notes rippling through, picking up anise and black tea details along the way. Has contrast and range. Well done. Best from 2018 through 2026.""",23.79,https://vinchicago.com/wines/Chateau-Le-Thil-Pessac-Leognan-2014-750-ML-detail
October 2017 Newsletter,G. D. Vajra Barbera d'Alba 2014,,['90'],"(8/2017) Although 2014 was a challenging year in Piedmont, G.D. Vajra turned out another beauty with their Barbera d'Alba. A wine with great depth and old world charm, it showcases delicious black cherry, strawberry and dried cherry fruit flavors with earthy notes of dried mushroom and rocky soil. This medium bodied Barbera has awesome concentration, balance and focus with lively fresh acidity that leads to a lengthy finish. Delicious!",19.99,https://vinchicago.com/wines/6203-detail
October 2017 Newsletter,Dashe Cellars Dry Creek Zinfandel 2014,,"['91', '90']","(3/3/2016) ""The 2014 Zinfandel from Dry Creek Valley has the varietal's peppery, raspberry and black cherry fruit, earth and spice, nice meatiness, and a character that begs for something prepared outside on the grill. This is a lovely, fresh, pure, medium to full-bodied Zinfandel to drink over the next 3-4 years.""",18.99,https://vinchicago.com/wines/6334-detail
October 2017 Newsletter,"Chateau Bel-Air ""Jean & Gabriel"" Lussac-St.-Emilion 2014",This is the family estate of one of our favorite Bordeaux negociants. A very cool wine at a surprisingly modest price!,"['88', '90', '89']","(2/2017) ""The 2014 Bel-Air Cuvee Jean & Gabriel is a delicious wine to drink now and over the next few years, while the fruit remains bold and punchy. Dark cherry, plum, chocolate and licorice develop in the glass. A final kick of blood-orange-tinged acidity adds the closing shades of nuance. The creamy, ample finish adds to the wine's beauty. Drinking window: 2017 - 2022.""",Unlisted,https://vinchicago.com/wines/Chateau-Bel-Air-Jean-&-Gabriel-Lussac-St-Emilion-2014-750-ML-detail
October 2017 Newsletter,"Patrick Bottex ""La Cueille"" Vin de Bugey-Cerdon  NV",,['90'],"(10/2017) This wine is too much fun - it'd be nearly impossible to not have a fantastic time when drinking it! A modest 8% alcohol, a touch of sugar (all natural - nothing added!), a lovely pale rosé color and just a bit of sparkling bubbles - fantastic!Imported by Kermit Lynch, this unique style of wine is from the Savoie in eastern France. It is incredibly refreshing, with playful flavors of tangy raspberry and pomegranate plus red florals and a touch of earthiness. When served to friends at the beginning, middle or end of any gathering, the bottle will become empty in a flash!",18.99,https://vinchicago.com/wines/Patrick-Bottex-La-Cueille-Bugey-Cerdon-Methode-Ancestrale-Rose-NV-750-ML-detail
October 2017 Newsletter,"Cusumano ""Alto Mora"" Etna Rosso 2014",,"['91', '93', '91', '94']","(8/1/2016)""Enticing scents of wild red berry, baking spice, aromatic herb and a balsamic note waft out of the glass. The elegant, juicy palate doles out succulent wild cherry, crushed raspberry, cinnamon and a note of white pepper while a mineral note backs up the finish. It's well balanced, with bright acidity and ultrafine tannins.""",18.99,https://vinchicago.com/wines/6321-detail
October 2017 Newsletter,"Montenidoli ""Tradizionale"" Vernaccia di San Gimignano DOCG 2015",,['91'],"(10/2017) The small Tuscan commune of San Gimignano was awarded Italy's first DOC recognition in 1966. In 1971, proprietor Elisabetta Fagiuoli vinified the first vintage of Montenidoli and they have been one of the best producers of the region ever since. In the challenging vintage of 2014, they turned out one of the best wines of the region earning 92 and 91 points from Wine Enthusiast and Wine Advocate. This 2015, while not yet rated, is even better! 100% Vernaccia, it sees extended skin contact that leads to wonderful richness. Plenty of minerality, dried flowers, hay and dried spice notes add to the character. Pair this with beauty with olive oil based pastas and all kinds of fresh seafood dishes, including sushi!",17.99,https://vinchicago.com/wines/6318-detail
October 2017 Newsletter,"Thurston Wolfe ""Zephyr Ridge Vineyard"" Horse Heaven Hills Petite Sirah 2014",,['91'],"(10/2017) This powerful and brooding Petite Sirah has all of the blackberry and blueberry fruit you could possibly want, along with fantastic woodsy complexity from 22 months in French and American oak. Coffee, dark chocolate, cedar, hazelnut and spice all come through, and in great balance with the velvety tannins. If you like your wines rich and complex, this is for you.",17.99,https://vinchicago.com/wines/6333-detail
October 2017 Newsletter,Sean Minor Sonoma Coast Pinot Noir 2014,,['90'],"(10/2017) A quite tasty bottle of Pinot, the 2014 Sean Minor offers a classic combination of cherry, strawberry, blueberry, earth, oak and spice aromas and flavors. Medium in body with a very good structure, this offers excellent quality for a sub-$20 price.",17.49,https://vinchicago.com/wines/6330-detail
October 2017 Newsletter,"Clos du Mont-Olivet ""Vieilles Vignes"" Cotes du Rhone Rouge 2015",,['90'],"(9/30/2017) ""This sports a solid core of warmed plum and blackberry fruit, melding into singed alder, smoldering tobacco and dried lavender notes through the finish. Has grip and length. Drink now through 2020. 2,500 cases made.""",16.99,https://vinchicago.com/wines/6313-detail
October 2017 Newsletter,Illahe Willamette Valley Viognier 2016,,['89'],"(10/2017) The 2016 Illahe is a classic Viognier both in flavor and texture. It leads off with aromas and flavors of peach, apricot and honeysuckle. Medium in body, it offers layer upon layer of fruit and a touch of spice. Mouthwatering acidity makes for a clean finish with a complementary nuance of tart tangerine.",16.99,https://vinchicago.com/wines/6307-detail
October 2017 Newsletter,Delaforce Douro Touriga Nacional 2013,,"['90', '90']","(12/30/2015) ""The 2013 Touriga Nacional was aged in French oak (half new, half used) for 12 months. A bit earthy and rather powerful for the level, this is a very focused Touriga with elegance in the mid-palate and a fairly intense finish. Pointed and focused, this is showing rather well, with a lingering finish and fine structure. It's a very nice bargain. There were 3,000 cases produced.""",16.79,https://vinchicago.com/wines/6332-detail
October 2017 Newsletter,Ringbolt Margaret River Cabernet Sauvignon 2014,,['90'],"(6/15/2017) ""Concentrated and focused, with polished tannins and a grace note of sage to the fresh plum and apricot flavors. Spicy and toasty on the finish. Drink now through 2030.""",15.99,https://vinchicago.com/wines/6324-detail
October 2017 Newsletter,"Ampeleia ""Unlitro"" Toscana Rosso 2016 1.0 LT",Our initial batch of Unlitro sold out in a flash email offering. We've reloaded and are thrilled to have this gem from Elisabetta Foradori back in stock!,['91'],"(7/2017) This is the entry tier red for Elisabetta Foradori's Tuscan project and it took us by surprise. It comes in a striking package - a super hip ""squat"" 1-Liter bottle. So, what's in the bottle? It's based on Alicante Nero, also known as Grenache (yes, Grenache in Tuscany!), blended with smaller percentages of Carignan, Mourvedre and Alicante Bouschet. The nose is super juicy and fresh, with pure red fruit tones of black raspberry, black cherry and cassis. Secondary notes of pepper, grainy red earth, sweet herbs and hints of barnyard add further complexity and tons of character. The wine has a wonderfully elegant texture, similar to a great Pinot Noir. ""Unlitro"" is drinkable by itself and with pretty much any pairing you can think of. With modest alcohol and bright structure, it is super versatile. It has a tremendous amount of personality that keeps revealing more layers of flavor as it opens.",15.99,https://vinchicago.com/wines/magnums/6320-detail
October 2017 Newsletter,"90+ Cellars ""Lot 145"" McMinnville Willamette Valley Pinot Noir 2015",,['89-90'],"(10/2017) McMinnville Pinot Noir for $15.79? Yep. The 90+ guys have done it again, this time delivering a light and fresh Oregon Pinot with plenty of tasty authenticity. Vibrant raspberry and strawberry fruits are backed by green herbs, tomato leaf and red earth. Despite the nervy brightness, the wine gives warmth and texture. A solid bottle of Pinot at very good price.",15.79,https://vinchicago.com/wines/6329-detail
October 2017 Newsletter,"J. Mourat ""Chenin de Jardin"" Val de Loire Chenin Blanc 2016",,['91'],"(10/2017) The delicious white and Rosé ""Owl"" wines from J. Mourat have a faithful following at Vin Chicago. We're excited to offer their next level up with this bone dry Chenin Blanc. Tight and youthful, this nervy, chalky white is immediately recognizable as Loire Valley Chenin, though a bit less rich and ""blousy"" than Vouvray Sec or Saumur Blanc. Instead of baked pear, we find tangerine, lemongrass and boxwood honey. Decant for several hours if possible. A delicious Thomas Calder selection.",15.79,https://vinchicago.com/wines/6308-detail
October 2017 Newsletter,Les Fils de Rene Quenard Mondeuse Chignin Vin de Savoie 2015,,['90'],"(10/2017) This dry red comes from the Savoie region of eastern France, specifically from the Cru (sub-zone) of Chignin. Made from 100% Mondeuse, it is juicy with a light tannic grip. Tasting like the offspring of a solid Cotes du Rhone with a well-done Beaujolais Villages, this red is very fresh with vibrant deep red and blue fruits and dusty earth notes. A singular wine, try it with roast chicken, grilled fish or sausages. Yum!",14.79,https://vinchicago.com/wines/6312-detail
October 2017 Newsletter,"Carneros Highway ""Nueva"" Carneros Chardonnay 2016",,['90'],"(10/2017) Another great Chardonnay from the team at Highway 12. Hints of butterscotch and balanced oak lead the ripe apple and white peach fruit flavors while bright acidity balances out the fleshy, creamy mouthfeel. As with previous years, this will be our go-to sub-$15 Chard.",13.99,https://vinchicago.com/wines/6301-detail
October 2017 Newsletter,"Primus ""The Blend"" Colchagua Valley Red 2014",,['91'],"(5/13/2016) ""A firm and slightly chewy wine with light currant and berry character. Medium body, savory fruit and a fresh finish. Slightly austere. A cabernet sauvignon and carmenere based blend with a dash or petit verdot, merlot and cab franc. Drink now.""",13.99,https://vinchicago.com/wines/Primus-The-Blend-Colchagua-Valley-Red-2014-750-ML-detail
October 2017 Newsletter,Catherine Marshall Elgin Valley Sauvignon Blanc 2016,,['91'],"(9/2017) Hailing from South Africa's cool-climate growing region of Elgin, this latest release of the Catherine Marshall Sauvignon Blanc is as stunningly delicious as the previous vintage. The style of this mouthwatering beauty is closer to that of Sancerre then New Zealand. Clean and crisp green apple leads the way with supporting notes of gooseberry, lemon zest and subtle green herbs. The balance is superb with a soft texture, bright acidity and a long finish with underlying minerality. Enjoy this amazing value all week long on its own, or pair it up with fresh salads, seafood, and veggies.",13.99,https://vinchicago.com/wines/6293-detail
October 2017 Newsletter,"Vina Zorzal ""Malayeto"" Navarra Garnacha 2015",,"['91', '92']","(6/30/2017) ""There are two new single vineyard Garnacha bottlings, starting with the impressive 2015 Malayeto, 2.39 hectares of vines averaging 35 years of age; the vines are planted at 520 meters altitude on limestone rich soils in the village of Fitero. It fermented in 3,500-liter French oak vats with indigenous yeasts and matured in French barriques for nine months. It's subtle, elegant and quite transparent, with a bright ruby color, a nose of red berries and spices and a sleek palate with marked flavors and a subdued minerality. A superb Garnacha for the price. 10,750 bottles were filled in December 2016.""",13.99,https://vinchicago.com/wines/6340-detail
October 2017 Newsletter,Highway 12 California Cabernet Sauvignon 2015,,['89'],"(10/2017) The Highway 12 Cabernet Sauvignon delivers a flavor packed experience at a very fair price. An inviting dark color is followed by flavors that leap from the glass. Bright black fruits, including cassis and black raspberry, tobacco, bell pepper and cocoa are all found here. The soft palate and easy tannins make this a super friendly, drink-it-on-a-Thursday-with-burgers kind of Cab.",13.99,https://vinchicago.com/wines/6323-detail
October 2017 Newsletter,"Gloria Ferrer ""Methode Champenoise"" Carneros Blanc de Noirs NV",Wine Spectator quotes this delicious sparkler at $22 per bottle. Median online retail is $18.49. Our price beats all 273 listings!,['90'],"(10/31/2017) ""Vibrantly floral strawberry and gingerbread aromas pair with crisp red apple and spice flavors that bounce along the finish.""",13.79,https://vinchicago.com/wines/Gloria-Ferrer-Methode-Champenoise-Carneros-Blanc-de-Noirs-NV-750-ML-detail
October 2017 Newsletter,"Reichsgraf von Kesselstatt ""RK"" Mosel Riesling  2015","From the best vintage yet of this century, the quality of this entry-priced wine is superb. Leans to the drier side of off-dry.","['90', '91']","(12/1/2016) ""Editors' Choice - Superbly warm weather in 2015 gave an extra boost of sunshine to many of the Mosel's entry-level wines, and the RK is one of the best. Whiffs of freesia and tangerine peel waft from the glasss of this semidry Riesling. It's low in alcohol, yet so honeyed and ripe that flavors of grapefruit and peach seem to slick sumptuously on the palate. Zesty lime acidity freshens a lingering finish.""",13.79,https://vinchicago.com/wines/6305-detail
October 2017 Newsletter,Villa Medoro Montepulciano d'Abruzzo 2014,"This 'Tre Bicchieri' winner is kind of like Syrah meets Sangiovese. Rustic, savory, black plum, spice. A wine with substance.","['90', '90']","(6/2017) ""Saturated, deep ruby-red. Blackberry, licorice and exotic spices on the nose, complicated by notes of olive, coffee and menthol. Dense, ripe and intensely flavored, with good lift to the sweet black fruit, spice and tar. Finishes with building tannins and good length.""",13.79,https://vinchicago.com/wines/6319-detail
October 2017 Newsletter,Alois Lageder Alto Adige Pinot Grigio 2016,,['89'],"(10/2017) Lageder's Pinot Grigio is as consistent as Chicago weather is inconsistent. (In other words, the Lageder family nails it every single year with this ""real"" Pinot Grigio.) Look for ripened citrus and orchard fruit notes along with a hint of peach. Richly textured, it has a nicely honeyed nuance and bright finish.",12.99,https://vinchicago.com/wines/6317-detail
October 2017 Newsletter,"Domaine Lafage ""Bastide Miraflors"" Cotes du Roussillon 2015","This is one of the most exciting buys in Vin Chicago's 84 year history! Comparing it to one of California's most sought-after $250 cult wines, Wine Advocate awards a stunning 94 points to this ""almost too good to be true"" red. We offer this unicorn-of-a-wine to you for just $12.99 per bottle. Crazy!",['94'],"(4/28/2017) ""This wine is almost too good to be true. A blend of 70% Syrah and 30% Grenache that was brought up in concrete tanks (Grenache) and demi-muids (Syrah), the 2015 Bastide Miraflors Vieilles Vignes reminded me of a mini Syrah from California's Manfred Krankl (yes I just compared a $14 Syrah to Sine Qua Non). It's a ripe, sexy, heady beauty that exhibits a deep, purple color as well as killer notes of smoked meats, chocolate, blackberry and black raspberries. Deep, unctuous, open knit and layered, it continues to change in the glass, has a seamless and silky profile, and not a hard edge to be found. It's a sensational value that needs to be tasted to be believed. Drink it anytime over the coming 2-4 years. Drink Date 2017 - 2021.""",12.99,https://vinchicago.com/wines/6297-detail
October 2017 Newsletter,"Chateau du Cedre ""Cedre Heritage"" Cahors Malbec 2015",,['89'],"(10/2017) Just southeast of Bordeaux sits Cahors, a tiny appellation in which the wine production is nearly three-quarters Malbec. The 2015 Cedre Cahors is a brighter and lively alternative to the ubiquitous Argentine malbec, showcasing an old world sensibility with notes of earth and satisfyingly grippy tannins. A rich garnet color in the glass with ripe fall berries, bing cherry, toasty spices, black pepper and nutmeg filling out the palate in this unique and complex expression of the varietal. Pop a couple bottles with friends on a Sunday with your favorite football season chili recipe!",12.99,https://vinchicago.com/wines/6311-detail
October 2017 Newsletter,"Can Feixes ""Blanc Seleccio"" Penedes 2016",,['90'],"(11/1/2017) ""Apple, melon and apricot aromas are pure and come with zero interference from natural funk or oak. A blend of mostly Parellada with Macabeo and other white grapes, it hails from the highest vineyards in the Penedès. Flavors of melon, lime and wet stones reflect gravelly soils, and it's steady on a long finish.""",12.99,https://vinchicago.com/wines/6339-detail
October 2017 Newsletter,Invivo (Graham Norton's Own) Marlborough Sauvignon Blanc 2016,"Each year, the team at Invivo fly halfway around the world to blend this wine to the personal taste of television personality Graham Norton. It's an odd way to make a wine, but the results speak for themselves. Great mouth texture and weight here. A solid, high energy SB for a more-than-fair price!","['89', '90']","(7/31/2017) ""Rich and juicy, with honeysuckle, lanolin and savory, saline elements to the plump peach and melon core, finishing with vibrant acidity. Drink now.""",12.99,https://vinchicago.com/wines/6304-detail
October 2017 Newsletter,"Robert Mondavi ""Private Selection-Bourbon Barrels"" Monterey County Chardonnay 2015",,['90'],"(10/2017) The team at Robert Mondavi has tried something a bit different with their latest Chardonnay. To say we were skeptical would be an understatement, but the reality is this unusual offering is really dang good! Aged in used Bourbon Whiskey barrels for two months, this quite tasty, oak-flavored juice gives vanilla, caramel and sweet smoke tones followed by baked orchard and tropical fruit notes - including yellow pear and pineapple. Creamy in the mouth and well-balanced, this impressive Chardonnay is well made and quite delicious.",12.79,https://vinchicago.com/wines/6300-detail
October 2017 Newsletter,Broadside Paso Robles Cabernet Sauvignon 2015,,['88'],"(10/2017) Because of drought related low yields, the folks at Broadside decided to use the fruit intended for their single vineyard Cabernet in this regular Paso Robles bottling. The resulting wine was matured for 14 months in a combination of French and American oak. Fruit-forward in both the nose and on the palate it offers rich flavors of black currant and notes of toasty oak and green olive. Very rich with youthful tannin, there is a lot going on here. Making things even better it's a buck less than the previous release!",12.79,https://vinchicago.com/wines/6322-detail
October 2017 Newsletter,Kentia Rias Baixas Albarino 2016,,['89'],"(10/2017) This textbook Albariño smells like it came straight out of the sea! Saline and mineral aromas are complemented with gorgeous notes of citrus and tropical fruits. Fresh and lively on the peach, apple and lemon filled palate, it offers great balance and a mouth-watering finish.",11.99,https://vinchicago.com/wines/6338-detail
October 2017 Newsletter,Robert Mondavi Napa Valley Fume Blanc 2015,Hot price on this tasty Napa Valley Sauvignon Blanc!,"['89', '90']","(5/1/2017) ""Pithy, with grapefruit and lemon peel flavors, this wine is deceptively crisp and light on the nose, offering a wealth of body and lushness on the palate, accented with nutmeg and peach. It includes 4% Sémillon, partly from the winery's beloved To Kalon vineyard.""",11.99,https://vinchicago.com/wines/6303-detail
October 2017 Newsletter,"Andeluna ""1300"" Uco Valley Malbec 2015",,"['90', '90']","(5/21/2016) ""A red with dried dark berry, salt and terra-cotta. Full to medium body, fine tannins and a fresh finish. Drink now.""",11.79,https://vinchicago.com/wines/6331-detail
October 2017 Newsletter,Seaside Cellars New Zealand Pinot Noir 2014,We've just reloaded on this top-seller!,['90'],"(10/2016) ""The plush and juicy core of fresh raspberry flavors is impressively transparent and pure, with accents of clove, mineral and tobacco adding a lingering aromatic detail. Drink now through 2026.""",10.99,https://vinchicago.com/wines/Seaside-Cellars-Marlborough-Pinot-Noir-2014-750-ML-detail
October 2017 Newsletter,Bodegas Casa Castillo Jumilla  2015,,"['91', '90']","(6/29/2016) ""The wine formerly known as 'Monastrell' is now simply 2015 Casa Castillo because it is now a blend of Monastrell with some 10% Syrah and around 5% Garnacha and it will continue being a Monastrell-based blend with some more Garnacha, maybe up to 15%, in the future. I previewed a tentative blend of this 2015 and then tasted the bottled version a few weeks later. It shows ripe fruit, red and black, some spiciness and plenty of Mediterranean herbs. This feels young but it has no edges, it's juicy and supple, young but accessible. It will be much better after a few months in bottle, so hold the cork if you can resist it.""",9.79,https://vinchicago.com/wines/6291-detail
October 2017 Newsletter,"Domaine du Tariquet ""Classic"" Cote de Gascogne Blanc 2016",,['87'],"(9/2017)  A great all-purpose sipper, this blend of 45% Ugni Blanc, 35% Colombard, 10% Sauvignon Blanc and 10% Gros Manseng is crisp, clean, dry and - at 10.5% ABV -relatively low in alcohol. Smooth and refreshing, it offers a pretty combo of citrus and tropical fruits that will have you coming back for another sip.",7.99,https://vinchicago.com/wines/6294-detail
July 2017 Newsletter,"Plumpjack ""Estate"" Napa Valley Cabernet Sauvignon 2014",,"['94', '95']","(12/30/2016) ""The 2014 Cabernet Sauvignon Estate, which is a blend of 96% Cabernet Sauvignon and 4% Petit Verdot, is a beauty. Bigger-boned and framed than many 2014s, with more structure, this is classic Oakville material, with an opaque purple color and a big, sweet kiss of graphite, blackcurrants, Christmas fruitcake and spice box. Full-bodied and opulent, with moderate tannin, this is a gorgeous wine to drink now and over the next 20 or more years. Drink Date: 2016 - 2038.""",Unlisted,https://vinchicago.com/wines/Plumpjack-Estate-Napa-Valley-Cabernet-Sauvignon-2014-750-ML-detail
July 2017 Newsletter,"G. D. Vajra ""Bricco Delle Viole"" Barolo 2012",,"['94', '94', '94']","(11/2015) ""The 2012 Barolo Bricco delle Viole is pure class. A decidedly sensual, inviting Bricco delle Viole, the 2012 fleshes out in the glass with an effortless, inviting personality that is impossible to resist. Deep red cherry and plum notes open up first, followed by the classic floral notes that are so typical of this site. In 2012, the Bricco delle Viole is quite forward and fruit-driven, with essentially none of the angular contours that are typical when the wine is young. All of that means the 2012 will deliver immense pleasure pretty much upon release. There is so much to like here. The only real question is whether the 2012 will shut down in bottle or not. This is another addictively delicious Barolo from the Vajra family. Drinking window: 2020 - 2037.""",64.99,https://vinchicago.com/wines/G-D-Vajra-Bricco-Delle-Viole-Barolo-2012-750-ML-detail
July 2017 Newsletter,"Domaine du Vieux Telegraphe ""La Crau"" Chateauneuf-du-Pape Blanc 2015",,['95'],"(12/15/2016) ""This is packed with a range of star fruit, anise, white peach, yellow apple and Cavaillon melon notes that run seamlessly together, gilded with chamomile and orange blossom details on the creamy finish. A late echo of wet pebbles adds further range and intrigue. Drink now through 2019.",59.99,https://vinchicago.com/wines/Domaine-du-Vieux-Telegraphe-La-Crau-Chateauneuf-du-Pape-Blanc-2015-750-ML-detail
July 2017 Newsletter,"Casanova di Neri ""White Label"" Brunello di Montalcino 2012",#4 - Wine Spectator's Top 100 Wines of 2017!,['95'],"(6/15/2017) ""Effusive aromas and flavors of raspberry, cherry, floral, mineral and tobacco are at the center of this linear, vibrant red. Well-structured, this offers terrific length on the sinewy finish. Best from 2020 through 2035.""",54.99,https://vinchicago.com/wines/Casanova-di-Neri-White-Label-Brunello-di-Montalcino-2012-750-ML-detail
July 2017 Newsletter,Chateau Monbousquet Saint-Emilion 2014,,"['93', '93']","(3/31/2017) ""Not shy, with hefty fig paste and blackberry pâte de fruit notes backed by a rumble of bramble, ganache and licorice snap. Underneath roils a base layer of tobacco and graphite that should slowly surface with time. May have pushed the extraction envelope ever so slightly, but this keeps it together in the end. Best from 2022 through 2032.""",42.99,https://vinchicago.com/wines/Chateau-Monbousquet-Saint-Emilion-2014-750-ML-detail
July 2017 Newsletter,"Orin Swift ""Palermo"" Napa Valley Cabernet Sauvignon 2015",,['93'],"(6/2017) The 2015 Palermo Cabernet is big, bold, silky and unmistakably Napa Valley. The wine comes out swinging with powerful aromas of cherry, ripe red raspberry, rich black coffee, Asian spice and toasty oak. On the palate, it explodes with classic Cab flavors of cassis, black cherry, sweet tobacco and vanilla leading the way. Incredibly velvety and impressively complex, this has everything you want in a Cab. The long, supple finish is icing on the cake.",35.99,https://vinchicago.com/wines/Orin-Swift-Palermo-Napa-Valley-Cabernet-Sauvignon-2015-750-ML-detail
July 2017 Newsletter,"Lioco ""Laguna"" Sonoma Coast Pinot Noir  2014","This Pinot Noir manages to simultaneously be elegant and packed with flavor. To get the most out of this one, please decant several hours before serving!","['92', '93']","(4/2017) ""Lioco winemaker John Raytek blended this from two sites planted on sandy Goldridge soil: Teac Mor, a low-lying vineyard near the Laguna de Santa Rosa flood plain, the other on Burnside Road, higher up in the western hills and closer to the coast. This has a tight, stony structure that speaks of those spare, sedimentary soils, and perhaps also of the yield-reducing drought that affected the 2014 vintage. It feels potent, mineral and even a bit gruff at first, taking four days of air for its woodsy cherry flavor to clarify, turning plump and lush, yet cooled by a spicy lavender aroma. It's a Sonoma pinot noir that could stand up to lamb loin, and will improve with five or more years in bottle. (900 cases)""",33.99,https://vinchicago.com/wines/Lioco-Laguna-Sonoma-Coast-Pinot-Noir--2014-750-ML-detail
July 2017 Newsletter,"Patricia Green Cellars ""Old Vines"" Ribbon Ridge Estate Pinot Noir 2015",,"['93', '93']","(5/24/2017) ""Expressive and beautifully built, with raspberry and rose petal aromas and plush, structured flavors of cherry, spiced cinnamon and dark tea that build power. Shows a slight bite of tannins toward the finish. Drink now through 2023.""",33.99,https://vinchicago.com/wines/Patricia-Green-Cellars-Old-Vines-Ribbon-Ridge-Estate-Pinot-Noir-2015-750-ML-detail
July 2017 Newsletter,Provenance Rutherford Napa Cabernet Sauvignon 2014,Blow-Out Price on this Awesome Napa Cab!,['92'],"(7/2017) A big wine here, and we have a silly-low price on it! At the time of printing, our lowest-in-country price is a full $12 per bottle less than the online median. The deeply colored Provenance Cabernet leads with wood related flavors including toast, black pepper and charred vanilla bean. Delicious Cabernet fruit flavors of plum and currant follow right behind, supported by dusty red rock and clay earth notes. All this, combined with outstanding freshness, vibrancy and balance, make for a noteworthy wine, especially at our price!",27.99,https://vinchicago.com/wines/Provenance-Rutherford-Napa-Cabernet-Sauvignon-2014-750-ML-detail
